Population	IID	Ancestry	pch	Color	PopName	bg
Adygei	HGDP01402	Europe	1	blue	Adygei	transparent
Adygei	HGDP01396	Europe	1	blue	Adygei	transparent
Adygei	HGDP01397	Europe	1	blue	Adygei	transparent
Adygei	HGDP01398	Europe	1	blue	Adygei	transparent
Adygei	HGDP01399	Europe	1	blue	Adygei	transparent
Adygei	HGDP01400	Europe	1	blue	Adygei	transparent
Adygei	HGDP01401	Europe	1	blue	Adygei	transparent
Adygei	HGDP01381	Europe	1	blue	Adygei	transparent
Adygei	HGDP01403	Europe	1	blue	Adygei	transparent
Adygei	HGDP01404	Europe	1	blue	Adygei	transparent
Adygei	HGDP01384	Europe	1	blue	Adygei	transparent
Adygei	HGDP01385	Europe	1	blue	Adygei	transparent
Adygei	HGDP01386	Europe	1	blue	Adygei	transparent
Adygei	HGDP01387	Europe	1	blue	Adygei	transparent
Adygei	HGDP01388	Europe	1	blue	Adygei	transparent
Adygei	HGDP01382	Europe	1	blue	Adygei	transparent
Adygei	HGDP01383	Europe	1	blue	Adygei	transparent
Balochi	HGDP00052	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00054	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00056	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00057	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00058	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00060	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00062	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00064	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00066	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00068	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00070	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00072	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00074	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00076	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00078	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00080	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00082	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00086	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00088	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00090	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00092	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00094	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00096	Central/South Asia	1	darkgreen	Balochi	transparent
Balochi	HGDP00098	Central/South Asia	1	darkgreen	Balochi	transparent
BantuKenya	HGDP01414	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01415	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01418	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01419	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01416	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01417	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01405	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01406	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01408	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01411	Africa	1	red	BantuKenya	transparent
BantuKenya	HGDP01412	Africa	1	red	BantuKenya	transparent
BantuSouthAfrica	HGDP01030	Africa	1	red	BantuSouthAfrica	transparent
BantuSouthAfrica	HGDP01034	Africa	1	red	BantuSouthAfrica	transparent
BantuSouthAfrica	HGDP00993	Africa	1	red	BantuSouthAfrica	transparent
BantuSouthAfrica	HGDP01033	Africa	1	red	BantuSouthAfrica	transparent
BantuSouthAfrica	HGDP01035	Africa	1	red	BantuSouthAfrica	transparent
BantuSouthAfrica	HGDP01031	Africa	1	red	BantuSouthAfrica	transparent
BantuSouthAfrica	HGDP00994	Africa	1	red	BantuSouthAfrica	transparent
BantuSouthAfrica	HGDP01028	Africa	1	red	BantuSouthAfrica	transparent
Basque	HGDP01362	Europe	2	blue	Basque	transparent
Basque	HGDP01359	Europe	2	blue	Basque	transparent
Basque	HGDP01364	Europe	2	blue	Basque	transparent
Basque	HGDP01361	Europe	2	blue	Basque	transparent
Basque	HGDP01377	Europe	2	blue	Basque	transparent
Basque	HGDP01363	Europe	2	blue	Basque	transparent
Basque	HGDP01357	Europe	2	blue	Basque	transparent
Basque	HGDP01366	Europe	2	blue	Basque	transparent
Basque	HGDP01367	Europe	2	blue	Basque	transparent
Basque	HGDP01358	Europe	2	blue	Basque	transparent
Basque	HGDP01376	Europe	2	blue	Basque	transparent
Basque	HGDP01360	Europe	2	blue	Basque	transparent
Basque	HGDP01374	Europe	2	blue	Basque	transparent
Basque	HGDP01375	Europe	2	blue	Basque	transparent
Basque	HGDP01365	Europe	2	blue	Basque	transparent
Basque	HGDP01378	Europe	2	blue	Basque	transparent
Basque	HGDP01379	Europe	2	blue	Basque	transparent
Basque	HGDP01380	Europe	2	blue	Basque	transparent
Basque	HGDP01371	Europe	2	blue	Basque	transparent
Basque	HGDP01368	Europe	2	blue	Basque	transparent
Basque	HGDP01369	Europe	2	blue	Basque	transparent
Basque	HGDP01370	Europe	2	blue	Basque	transparent
Basque	HGDP01372	Europe	2	blue	Basque	transparent
Basque	HGDP01373	Europe	2	blue	Basque	transparent
Bedouin	HGDP00610	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00631	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00609	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00629	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00626	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00607	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00628	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00624	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00630	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00640	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00641	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00642	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00625	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00644	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00645	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00632	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00643	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00635	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00622	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00608	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00651	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00653	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00654	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00611	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00612	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00613	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00614	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00615	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00646	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00634	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00618	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00619	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00650	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00637	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00623	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00639	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00636	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00701	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00627	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00616	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00620	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00647	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00638	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00649	Western Asia	2	darkblue	Bedouin	transparent
Bedouin	HGDP00648	Western Asia	2	darkblue	Bedouin	transparent
BiakaPygmy	HGDP00458	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00461	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP01087	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00459	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00464	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00465	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00457	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00454	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00455	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00460	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00475	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00472	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00473	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00479	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP01094	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00466	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP01086	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP01090	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00470	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00985	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00986	Africa	2	red	BiakaPygmy	transparent
BiakaPygmy	HGDP00469	Africa	2	red	BiakaPygmy	transparent
Brahui	HGDP00001	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00003	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00005	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00007	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00009	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00011	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00013	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00015	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00017	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00019	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00021	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00023	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00025	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00027	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00029	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00031	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00033	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00035	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00037	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00039	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00041	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00043	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00045	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00047	Central/South Asia	2	darkgreen	Brahui	transparent
Brahui	HGDP00049	Central/South Asia	2	darkgreen	Brahui	transparent
Burusho	HGDP00336	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00338	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00341	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00346	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00351	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00356	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00359	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00364	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00371	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00372	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00376	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00382	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00388	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00392	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00397	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00402	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00407	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00412	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00417	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00423	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00428	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00433	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00438	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00444	Central/South Asia	3	darkgreen	Burusho	transparent
Burusho	HGDP00445	Central/South Asia	3	darkgreen	Burusho	transparent
Cambodian	HGDP00714	Eastern Asia	1	green	Cambodian	transparent
Cambodian	HGDP00713	Eastern Asia	1	green	Cambodian	transparent
Cambodian	HGDP00712	Eastern Asia	1	green	Cambodian	transparent
Cambodian	HGDP00720	Eastern Asia	1	green	Cambodian	transparent
Cambodian	HGDP00715	Eastern Asia	1	green	Cambodian	transparent
Cambodian	HGDP00721	Eastern Asia	1	green	Cambodian	transparent
Cambodian	HGDP00717	Eastern Asia	1	green	Cambodian	transparent
Cambodian	HGDP00719	Eastern Asia	1	green	Cambodian	transparent
Cambodian	HGDP00711	Eastern Asia	1	green	Cambodian	transparent
Cambodian	HGDP00716	Eastern Asia	1	green	Cambodian	transparent
Colombian	HGDP00703	Native America	1	lightgreen	Colombian	transparent
Colombian	HGDP00704	Native America	1	lightgreen	Colombian	transparent
Colombian	HGDP00706	Native America	1	lightgreen	Colombian	transparent
Colombian	HGDP00702	Native America	1	lightgreen	Colombian	transparent
Colombian	HGDP00970	Native America	1	lightgreen	Colombian	transparent
Colombian	HGDP00710	Native America	1	lightgreen	Colombian	transparent
Colombian	HGDP00708	Native America	1	lightgreen	Colombian	transparent
Dai	HGDP01313	Eastern Asia	2	green	Dai	transparent
Dai	HGDP01315	Eastern Asia	2	green	Dai	transparent
Dai	HGDP01312	Eastern Asia	2	green	Dai	transparent
Dai	HGDP01310	Eastern Asia	2	green	Dai	transparent
Dai	HGDP01307	Eastern Asia	2	green	Dai	transparent
Dai	HGDP01316	Eastern Asia	2	green	Dai	transparent
Dai	HGDP01308	Eastern Asia	2	green	Dai	transparent
Dai	HGDP01314	Eastern Asia	2	green	Dai	transparent
Dai	HGDP01311	Eastern Asia	2	green	Dai	transparent
Dai	HGDP01309	Eastern Asia	2	green	Dai	transparent
Daur	HGDP01215	Eastern Asia	3	green	Daur	transparent
Daur	HGDP01217	Eastern Asia	3	green	Daur	transparent
Daur	HGDP01220	Eastern Asia	3	green	Daur	transparent
Daur	HGDP01216	Eastern Asia	3	green	Daur	transparent
Daur	HGDP01218	Eastern Asia	3	green	Daur	transparent
Daur	HGDP01214	Eastern Asia	3	green	Daur	transparent
Daur	HGDP01221	Eastern Asia	3	green	Daur	transparent
Daur	HGDP01213	Eastern Asia	3	green	Daur	transparent
Daur	HGDP01222	Eastern Asia	3	green	Daur	transparent
Druze	HGDP00559	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00577	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00562	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00581	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00561	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00580	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00586	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00573	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00579	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00575	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00576	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00594	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00595	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00597	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00598	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00599	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00582	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00583	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00584	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00557	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00558	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00560	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00574	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00590	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00591	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00563	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00564	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00565	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00566	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00600	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00601	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00602	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00571	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00572	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00606	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00588	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00568	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00569	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00604	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00578	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00587	Western Asia	3	darkblue	Druze	transparent
Druze	HGDP00567	Western Asia	3	darkblue	Druze	transparent
French	HGDP00515	Europe	3	blue	French	transparent
French	HGDP00517	Europe	3	blue	French	transparent
French	HGDP00534	Europe	3	blue	French	transparent
French	HGDP00535	Europe	3	blue	French	transparent
French	HGDP00536	Europe	3	blue	French	transparent
French	HGDP00518	Europe	3	blue	French	transparent
French	HGDP00538	Europe	3	blue	French	transparent
French	HGDP00539	Europe	3	blue	French	transparent
French	HGDP00511	Europe	3	blue	French	transparent
French	HGDP00537	Europe	3	blue	French	transparent
French	HGDP00526	Europe	3	blue	French	transparent
French	HGDP00514	Europe	3	blue	French	transparent
French	HGDP00530	Europe	3	blue	French	transparent
French	HGDP00531	Europe	3	blue	French	transparent
French	HGDP00533	Europe	3	blue	French	transparent
French	HGDP00521	Europe	3	blue	French	transparent
French	HGDP00522	Europe	3	blue	French	transparent
French	HGDP00519	Europe	3	blue	French	transparent
French	HGDP00520	Europe	3	blue	French	transparent
French	HGDP00524	Europe	3	blue	French	transparent
French	HGDP00512	Europe	3	blue	French	transparent
French	HGDP00513	Europe	3	blue	French	transparent
French	HGDP00523	Europe	3	blue	French	transparent
French	HGDP00528	Europe	3	blue	French	transparent
French	HGDP00527	Europe	3	blue	French	transparent
French	HGDP00529	Europe	3	blue	French	transparent
French	HGDP00516	Europe	3	blue	French	transparent
French	HGDP00525	Europe	3	blue	French	transparent
Han	HGDP00781	Eastern Asia	5	green	Han	transparent
Han	HGDP00815	Eastern Asia	5	green	Han	transparent
Han	HGDP00818	Eastern Asia	5	green	Han	transparent
Han	HGDP00774	Eastern Asia	5	green	Han	transparent
Han	HGDP00820	Eastern Asia	5	green	Han	transparent
Han	HGDP00780	Eastern Asia	5	green	Han	transparent
Han	HGDP00811	Eastern Asia	5	green	Han	transparent
Han	HGDP00776	Eastern Asia	5	green	Han	transparent
Han	HGDP00819	Eastern Asia	5	green	Han	transparent
Han	HGDP00778	Eastern Asia	5	green	Han	transparent
Han	HGDP00783	Eastern Asia	5	green	Han	transparent
Han	HGDP00779	Eastern Asia	5	green	Han	transparent
Han	HGDP01024	Eastern Asia	5	green	Han	transparent
Han	HGDP00782	Eastern Asia	5	green	Han	transparent
Han	HGDP00821	Eastern Asia	5	green	Han	transparent
Han	HGDP00784	Eastern Asia	5	green	Han	transparent
Han	HGDP00812	Eastern Asia	5	green	Han	transparent
Han	HGDP00786	Eastern Asia	5	green	Han	transparent
Han	HGDP00822	Eastern Asia	5	green	Han	transparent
Han	HGDP00777	Eastern Asia	5	green	Han	transparent
Han	HGDP01023	Eastern Asia	5	green	Han	transparent
Han	HGDP00785	Eastern Asia	5	green	Han	transparent
Han	HGDP00814	Eastern Asia	5	green	Han	transparent
Han	HGDP01021	Eastern Asia	5	green	Han	transparent
Han	HGDP00976	Eastern Asia	5	green	Han	transparent
Han	HGDP00977	Eastern Asia	5	green	Han	transparent
Han	HGDP00974	Eastern Asia	5	green	Han	transparent
Han	HGDP00975	Eastern Asia	5	green	Han	transparent
Han	HGDP00971	Eastern Asia	5	green	Han	transparent
Han	HGDP00817	Eastern Asia	5	green	Han	transparent
Han	HGDP00775	Eastern Asia	5	green	Han	transparent
Han	HGDP00972	Eastern Asia	5	green	Han	transparent
Han	HGDP00813	Eastern Asia	5	green	Han	transparent
Han	HGDP00973	Eastern Asia	5	green	Han	transparent
Han-NChina	HGDP01291	Eastern Asia	4	green	Han-NChina	transparent
Han-NChina	HGDP01295	Eastern Asia	4	green	Han-NChina	transparent
Han-NChina	HGDP01290	Eastern Asia	4	green	Han-NChina	transparent
Han-NChina	HGDP01288	Eastern Asia	4	green	Han-NChina	transparent
Han-NChina	HGDP01289	Eastern Asia	4	green	Han-NChina	transparent
Han-NChina	HGDP01296	Eastern Asia	4	green	Han-NChina	transparent
Han-NChina	HGDP01292	Eastern Asia	4	green	Han-NChina	transparent
Han-NChina	HGDP01287	Eastern Asia	4	green	Han-NChina	transparent
Han-NChina	HGDP01294	Eastern Asia	4	green	Han-NChina	transparent
Han-NChina	HGDP01293	Eastern Asia	4	green	Han-NChina	transparent
Hazara	HGDP00099	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00100	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00102	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00103	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00104	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00105	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00106	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00108	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00109	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00110	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00112	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00115	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00116	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00118	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00119	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00120	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00121	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00122	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00124	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00125	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00127	Central/South Asia	4	darkgreen	Hazara	transparent
Hazara	HGDP00129	Central/South Asia	4	darkgreen	Hazara	transparent
Hezhen	HGDP01239	Eastern Asia	6	green	Hezhen	transparent
Hezhen	HGDP01234	Eastern Asia	6	green	Hezhen	transparent
Hezhen	HGDP01235	Eastern Asia	6	green	Hezhen	transparent
Hezhen	HGDP01237	Eastern Asia	6	green	Hezhen	transparent
Hezhen	HGDP01242	Eastern Asia	6	green	Hezhen	transparent
Hezhen	HGDP01238	Eastern Asia	6	green	Hezhen	transparent
Hezhen	HGDP01236	Eastern Asia	6	green	Hezhen	transparent
Hezhen	HGDP01240	Eastern Asia	6	green	Hezhen	transparent
Hezhen	HGDP01241	Eastern Asia	6	green	Hezhen	transparent
Italian	HGDP01153	Europe	4	blue	Italian	transparent
Italian	HGDP01173	Europe	4	blue	Italian	transparent
Italian	HGDP01177	Europe	4	blue	Italian	transparent
Italian	HGDP01155	Europe	4	blue	Italian	transparent
Italian	HGDP01157	Europe	4	blue	Italian	transparent
Italian	HGDP01174	Europe	4	blue	Italian	transparent
Italian	HGDP01151	Europe	4	blue	Italian	transparent
Italian	HGDP01171	Europe	4	blue	Italian	transparent
Italian	HGDP01152	Europe	4	blue	Italian	transparent
Italian	HGDP01147	Europe	4	blue	Italian	transparent
Italian	HGDP01156	Europe	4	blue	Italian	transparent
Italian	HGDP01172	Europe	4	blue	Italian	transparent
Japanese	HGDP00764	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00749	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00769	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00771	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00767	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00768	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00757	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00748	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00828	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00773	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00763	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00752	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00753	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00750	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00751	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00747	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00760	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00772	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00756	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00765	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00762	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00766	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00790	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00755	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00761	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00758	Eastern Asia	7	green	Japanese	transparent
Japanese	HGDP00759	Eastern Asia	7	green	Japanese	transparent
