Population	IID	Ancestry	pch	Color	PopName	bg
Tujia	HGDP01102	Eastern Asia	15	green	Tujia	transparent
Tujia	HGDP01095	Eastern Asia	15	green	Tujia	transparent
Tujia	HGDP01100	Eastern Asia	15	green	Tujia	transparent
Tujia	HGDP01097	Eastern Asia	15	green	Tujia	transparent
Tujia	HGDP01099	Eastern Asia	15	green	Tujia	transparent
Tuscan	HGDP01166	Europe	8	blue	Tuscan	transparent
Tuscan	HGDP01167	Europe	8	blue	Tuscan	transparent
Tuscan	HGDP01164	Europe	8	blue	Tuscan	transparent
Tuscan	HGDP01169	Europe	8	blue	Tuscan	transparent
Tuscan	HGDP01163	Europe	8	blue	Tuscan	transparent
Tuscan	HGDP01162	Europe	8	blue	Tuscan	transparent
Tuscan	HGDP01168	Europe	8	blue	Tuscan	transparent
Uygur	HGDP01300	Central/South Asia	9	darkgreen	Uygur	transparent
Uygur	HGDP01304	Central/South Asia	9	darkgreen	Uygur	transparent
Uygur	HGDP01298	Central/South Asia	9	darkgreen	Uygur	transparent
Uygur	HGDP01299	Central/South Asia	9	darkgreen	Uygur	transparent
Uygur	HGDP01302	Central/South Asia	9	darkgreen	Uygur	transparent
Uygur	HGDP01306	Central/South Asia	9	darkgreen	Uygur	transparent
Uygur	HGDP01303	Central/South Asia	9	darkgreen	Uygur	transparent
Uygur	HGDP01301	Central/South Asia	9	darkgreen	Uygur	transparent
Uygur	HGDP01297	Central/South Asia	9	darkgreen	Uygur	transparent
Uygur	HGDP01305	Central/South Asia	9	darkgreen	Uygur	transparent
Xibo	HGDP01246	Eastern Asia	16	green	Xibo	transparent
Xibo	HGDP01244	Eastern Asia	16	green	Xibo	transparent
Xibo	HGDP01248	Eastern Asia	16	green	Xibo	transparent
Xibo	HGDP01247	Eastern Asia	16	green	Xibo	transparent
Xibo	HGDP01245	Eastern Asia	16	green	Xibo	transparent
Xibo	HGDP01251	Eastern Asia	16	green	Xibo	transparent
Xibo	HGDP01243	Eastern Asia	16	green	Xibo	transparent
Xibo	HGDP01249	Eastern Asia	16	green	Xibo	transparent
Xibo	HGDP01250	Eastern Asia	16	green	Xibo	transparent
Yakut	HGDP00966	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00952	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00954	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00955	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00956	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00951	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00967	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00949	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00950	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00946	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00957	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00968	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00969	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00945	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00947	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00948	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00963	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00964	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00953	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00965	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00959	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00961	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00962	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00958	Eastern Asia	18	green	Yakut	transparent
Yakut	HGDP00960	Eastern Asia	18	green	Yakut	transparent
Yi	HGDP01182	Eastern Asia	19	green	Yi	transparent
Yi	HGDP01179	Eastern Asia	19	green	Yi	transparent
Yi	HGDP01184	Eastern Asia	19	green	Yi	transparent
Yi	HGDP01181	Eastern Asia	19	green	Yi	transparent
Yi	HGDP01186	Eastern Asia	19	green	Yi	transparent
Yi	HGDP01183	Eastern Asia	19	green	Yi	transparent
Yi	HGDP01180	Eastern Asia	19	green	Yi	transparent
Yi	HGDP01185	Eastern Asia	19	green	Yi	transparent
Yi	HGDP01187	Eastern Asia	19	green	Yi	transparent
Yi	HGDP01188	Eastern Asia	19	green	Yi	transparent
Yoruba	HGDP00940	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00924	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00941	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00936	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00920	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00925	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00937	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00939	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00926	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00938	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00933	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00934	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00930	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00932	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00942	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00943	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00928	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00935	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00929	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00931	Africa	7	red	Yoruba	transparent
Yoruba	HGDP00927	Africa	7	red	Yoruba	transparent
